"","SITECODE","PERIOD","Site_P","COMMENTS","Start","End","RANGE","MID"
"285","BOS87",4,"BOS87-4","Pre-monastic, 1050-1150",1050,1150,100,1100
"286","BOS87",5,"BOS87-5","The first foundation, 1150-1235",1150,1235,85,1192.5
"287","BOS87",6,"BOS87-6","Refoundation, 1235-1280",1235,1280,45,1257.5
"288","BOS87",7,"BOS87-7","Catastrophe and expansion, 1280-1350",1280,1350,70,1315
"289","BOS87",8,"BOS87-8","Consolidation, 1350-1400",1350,1400,50,1375
"290","BOS87",9,"BOS87-9","Expansion, 1400-1480",1400,1480,80,1440
"291","BPB05",10,"BPB05-10","SECOND CUT OF CITY DITCH, WITH WATTLE, 1000-1150",1000,1150,150,1075
"292","BPB05",11,"BPB05-11","LATER MEDIEVAL CITY DITCH, 1150-1300",1150,1300,150,1225
"293","BPB05",12,"BPB05-12","HIGH MEDIEVAL ACTIVITY 1300-1500",1300,1500,200,1400
"294","BPB05",13,"BPB05-13","POST-MEDIEVAL ACTIVITY 1500-1830",1500,1830,330,1665
"295","BPB05",14,"BPB05-14","VICTORIAN FEATURES 1830-1900, ONLY ON BOJ10 NOT ON BPB05",1830,1900,70,1865
"296","BPB05",4,"BPB05-4","EARLY ROMAN REDEPOSITED BRICKEARTH, AD 43-90",43,90,47,66.5
"297","BPB05",5,"BPB05-5","FIRST NORTHERN DITCH, AD 90-200",90,200,110,145
"298","BPB05",6,"BPB05-6","SECOND NORTHERN DITCH, AD 200-250",200,250,50,225
"299","BPB05",7,"BPB05-7","NORTHERN DICTH TERMINUS, AD 250-300,  ON BOJ10 ONLY, NO PERIOD 7 ON BPB05",250,300,50,275
"300","BPB05",8,"BPB05-8","ACTIVITY POST DATING NORTHERN DITCH, AD 300-400 (NONE ON BPB05, ONLY ON BOJ10)",300,400,100,350
"301","BPB05",9,"BPB05-9","FIRST CITY DITCH, AD 850-1000",850,1000,150,925
"302","BPL95",2,"BPL95-2","EARLIER ROMAN 1-2ND CENTURIES",43,200,157,121.5
"303","BPL95",3,"BPL95-3","LATER ROMAN MID 3RD TO 4TH C",225,400,175,312.5
"304","BPL95",4,"BPL95-4","EARLY MEDIEVAL 1050-1350",1050,1350,300,1200
"305","BPL95",5,"BPL95-5","LATE MEDIEVAL 1350-1480",1350,1480,130,1415
"306","BPL95",6,"BPL95-6","POST MEDIEVAL PRE GREAT FIRE 1480-1666",1480,1666,186,1573
"307","BPL95",7,"BPL95-7","POST GREAT FIRE 1666-LATE 18TH C",1666,1800,134,1733
"308","BPL95",8,"BPL95-8","19TH CENTURY",1800,1900,100,1850
"309","BRA88",10,"BRA88-10","The end of Fastolf Place and changes to the waterfront in the 17th C",1600,1700,100,1650
"310","BRA88",2,"BRA88-2","Activity in the Roman period",43,410,367,226.5
"311","BRA88",3,"BRA88-3","Activity from the 11th to the 13th C",1000,1300,300,1150
"312","BRA88",4,"BRA88-4","Dunley's Place and the Rosary in the 14th C",1324,1400,76,1362
"313","BRA88",5,"BRA88-5","Dunley's Place and the reclamation of the Thames waterfront in the late 14th and early 15th centuries",1350,1440,90,1395
"314","BRA88",6,"BRA88-6","Fastolf Place (the former Dunley's Place): its moats and river frontage in the mid 15th C",1440,1475,35,1457.5
"315","BRA88",7,"BRA88-7","Fastolf Place: waterfront development and the construction of a tidal mill, late 15th to early 16th C",1459,1550,91,1504.5
"316","BRA88",8,"BRA88-8","Fastolf Place: changes in the first half of the 16th C",1500,1550,50,1525
"317","BRA88",9,"BRA88-9","Fastolf Place: further changes to the moats and waterfronts in the late 16th C",1550,1600,50,1575
"318","BRD88",11,"BRD88-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"319","BRD88",12,"BRD88-12","DEVELOPMENT AFTER C 1500 = PERIOD 12 IN MOLA MONOGRAPHS 37-38",1500,2000,500,1750
"320","BRD88",2,"BRD88-2","EXTERNAL ACTIVITY AND STRUCTURES UP TO C AD60",43,60,17,51.5
"321","BRD88",201,"BRD88-201","EARLIEST ROMAN OCCUPATION  C. AD48-53 = PERIOD 2 PHASE 1 IN MOLA MONOGRAPHS 37-38",48,53,5,50.5
"322","BRD88",3,"BRD88-3","EXTERNAL ACTIVITY AND STRUCTURES FROM C AD70 TO THE HADRIANIC FIRE",70,140,70,105
"323","BRD88",4,"BRD88-4","MASONRY BUILDING B1, ASSOC STRUCTURES AND EXTERNAL ACTIVITY FROM THE MID/LATE 2ND CENTURY OR LATER",150,200,50,175
"324","BRD88",401,"BRD88-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"325","BRD88",500,"BRD88-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"326","BRI86",10,"BRI86-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
"327","BRI86",7,"BRI86-7","PERIOD M4, DATED 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"328","BRI86",9,"BRI86-9","PERIOD M6, DATED 1480-1540
FIFTH PHASE OF PRIORY",1480,1540,60,1510
"329","BRU92",3,"BRU92-3","MID 7TH TO MID 8TH CENTURY",625,775,150,700
"330","BRU92",4,"BRU92-4","MID 8TH TO MID 9TH CENTURY",725,875,150,800
"331","BRU92",5,"BRU92-5","LATE 8TH TO MID 9TH CENTURY",750,875,125,812.5
"332","BRU92",6,"BRU92-6","MID 7TH TO MID 9TH CENTURY",625,875,250,750
"333","BRU92",7,"BRU92-7","MID 9TH CENTURY TO EARLY 17TH CENTURY",825,1650,825,1237.5
"334","BRV98",2,"BRV98-2","QUARRYING, C. 1450-1550",1450,1550,100,1500
"335","BRV98",3,"BRV98-3","RUBBISH/CESS DISPOSAL, C. 1550-1650",1550,1650,100,1600
"336","BRV98",4,"BRV98-4","ENCLOSURE OF THE ARTILLERY GROUND, 1640S",1640,1649,9,1644.5
"337","BRV98",5,"BRV98-5","LEVELLING, FURTHER RUBBISH DISPOSAL, AND BUILDING, C. 1745-1820",1745,1820,75,1782.5
"338","BSE94",1,"BSE94-1","AD55",55,55,0,55
"339","BSE94",2,"BSE94-2","AD55-61",55,61,6,58
"340","BSE94",4,"BSE94-4","AD62-100",62,100,38,81
"341","BSE94",6,"BSE94-6","AD120-60",120,160,40,140
"342","BTH88",10,"BTH88-10","The end of Fastolf Place and changes to the waterfront in the 17th C",1600,1700,100,1650
"343","BTH88",2,"BTH88-2","Activity in the Roman period",43,410,367,226.5
"344","BTH88",3,"BTH88-3","Activity from the 11th to the 13th C",1000,1300,300,1150
"345","BTH88",4,"BTH88-4","Dunley's Place and the Rosary in the 14th C",1324,1400,76,1362
"346","BTH88",5,"BTH88-5","Dunley's Place and the reclamation of the Thames waterfront in the late 14th and early 15th centuries",1350,1440,90,1395
"347","BTH88",6,"BTH88-6","Fastolf Place (the former Dunley's Place): its moats and river frontage in the mid 15th C",1440,1475,35,1457.5
"348","BTH88",7,"BTH88-7","Fastolf Place: waterfront development and the construction of a tidal mill, late 15th to early 16th C",1459,1550,91,1504.5
"349","BTH88",8,"BTH88-8","Fastolf Place: changes in the first half of the 16th C",1500,1550,50,1525
"350","BTH88",9,"BTH88-9","Fastolf Place: further changes to the moats and waterfronts in the late 16th C",1550,1600,50,1575
"351","BTJ93",1,"BTJ93-1","AD55",55,55,0,55
"352","BTJ93",2,"BTJ93-2","AD55-61",55,61,6,58
"353","BTJ93",5,"BTJ93-5","AD100-20",100,120,20,110
"354","BTJ93",6,"BTJ93-6","AD120-60",120,160,40,140
"355","BUC87",1000,"BUC87-1000","OCCUPATION C 1050-1200 = PERIOD 10 IN MOLA MONOGRAPHS 37-38",1050,1200,150,1125
"356","BUC87",11,"BUC87-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"357","BUC87",201,"BUC87-201","EARLIEST ROMAN OCCUPATION  C. AD48-53 = PERIOD 2 PHASE 1 IN MOLA MONOGRAPHS 37-38",48,53,5,50.5
"358","BUC87",202,"BUC87-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"359","BUC87",203,"BUC87-203","BOUDICAN FIRE DEBRIS = PERIOD 2 PHASE 3 IN MOLA MONOGRAPHS 37-38",60,61,1,60.5
"360","BUC87",3,"BUC87-3","AD 65-95",65,95,30,80
"361","BUC87",301,"BUC87-301","FLAVIAN REOCCUPATION AND DEVELOPMENT C. AD65-95 = PERIOD 3 PHASE 1 IN MOLA MONOGRAPHS 37-38",65,95,30,80
"362","BUC87",401,"BUC87-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"363","BUC87",402,"BUC87-402","HADRIANIC FIRE DEBRIS = PERIOD 4 PHASE 2 IN MOLA MONOGRAPHS 37-38",120,140,20,130
"364","BUC87",5,"BUC87-5","AD 125-220+",125,220,95,172.5
"365","BUC87",500,"BUC87-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"366","BUC87",6,"BUC87-6","AD 220-340+",220,350,130,285
"367","BUC87",600,"BUC87-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"368","BUC87",7,"BUC87-7","Late 4th C AD +",350,1000,650,675
"369","BUC87",700,"BUC87-700","LATE/SUB-ROMAN: LATE 4TH CENTURY/5TH CENTURY = PERIOD 7 IN MOLA MONOGRAPHS 37-38",350,500,150,425
"370","BUC87",9,"BUC87-9","1000-1050",1000,1050,50,1025
"371","BUC87",900,"BUC87-900","OCCUPATION C 1000-1050 = PERIOD 9 IN MOLA MONOGRAPHS 37-38",1000,1050,50,1025
"372","BUG94",1,"BUG94-1","AD55",55,55,0,55
"373","BUG94",2,"BUG94-2","AD55-61",55,61,6,58
"374","BUG94",4,"BUG94-4","AD62-100",62,100,38,81
"375","BUG94",6,"BUG94-6","AD120-60",120,160,40,140
"376","BUG94",7,"BUG94-7","AD160+",160,410,250,285
"377","BU-MOK02",2,"BU-MOK02-2","PREHISTORIC LANDSCAPE. C10,000 BC TO 100 BC",-10000,-100,9900,-5050
"378","BU-MOK02",3,"BU-MOK02-3","LATE IRON AGE. C100/50BC-AD 50",-100,50,150,-25
"379","BU-MOK02",4,"BU-MOK02-4","EARLY ROMAN PERIOD, AD50-AD150",50,150,100,100
"380","BU-MOK02",5,"BU-MOK02-5","LATER ROMAN PERIOD, AD150-400
NOTE LIMITATIONS ON REFINED DATING",150,400,250,275
"381","BU-MOK02",6,"BU-MOK02-6","LATE ROMAN PERIOD AD250-400
LATEST PERIOD DEFINED BY POTTERY SEQUENCE",250,400,150,325
"382","BU-MOK02",7,"BU-MOK02-7","MEDIEVAL AND POST MEDIEVAL PERIOD: AD1100-1900
RIDGE AND FURROW AGRICULTURE ETC",1100,1900,800,1500
"383","CAO96",10,"CAO96-10","LATER MEDIEVAL TO GREAT FIRE CELLARS & PITS. C. 1440/1450-1666",1440,1666,226,1553
"384","CAO96",11,"CAO96-11","POST GREAT FIRE STRUCTURES. POST-1666",1666,2000,334,1833
"385","CAO96",2,"CAO96-2","QUARRYING & FIRST ROMAN TIMBER BUILDINGS. C. AD 50-60/70",50,70,20,60
"386","CAO96",3,"CAO96-3","FIRST MASONRY BUILDINGS. C. AD70-120/140",70,140,70,105
"387","CAO96",4,"CAO96-4","FURTHER BUILDINGS. C. AD120/140 TO 250+",120,410,290,265
"388","CAO96",5,"CAO96-5","LATE ROMAN BUILDINGS. C. AD250+",120,410,290,265
"389","CAO96",7,"CAO96-7","LATE SAXON & SAXO-NORMAN CELLARS & PITS. ?900/970-1135/1150",900,1150,250,1025
"390","CAO96",8,"CAO96-8","EARLY MEDIEVAL BUILDINGS & PITS; FRIDAY STREET; CHURCH ? C. 
5/1150- 1240/1270",410,1066,656,738
"391","CAO96",9,"CAO96-9","MEDIEVAL PITS, BUILDINGS. C. 1240/1270-1350/1380",1240,1380,140,1310
"392","CCP04",2,"CCP04-2","INITIAL ER LANDUSE. IST CENTURY AD",43,70,27,56.5
"393","CCP04",3,"CCP04-3","FLAVIAN DEVELOPMENT OF THE SITE AD70-100",70,100,30,85
"394","CCP04",4,"CCP04-4","2ND CENTURY AD, DEVELOPMENT/OCCUPATION",100,200,100,150
"395","CCP04",5,"CCP04-5","3RD/4TH CENTURY AD, DEVELOPMENT/OCCUPATION",200,400,200,300
"396","CCP04",6,"CCP04-6","SAXO-NORMAN/MEDIEVAL, 850-1500",850,1500,650,1175
"397","CCP04",7,"CCP04-7","POST-MEDIEVAL, 1500-PRESENT",1500,2000,500,1750
"398","CDP04",3,"CDP04-3","1ST CENTURY ROMAN AD50-100",50,100,50,75
"399","CDP04",4,"CDP04-4","2ND CENTURY ROMAN AD100-140/60",100,160,60,130
"400","CDP04",5,"CDP04-5","LATE ROMAN AD 200-400",200,400,200,300
"401","CDP04",6,"CDP04-6","LATE SAXON 950-1050 AD",950,1050,100,1000
"402","CDP04",7,"CDP04-7","EARLY MEDIEVAL 1050-1150 AD",1050,1150,100,1100
"403","CDP04",8,"CDP04-8","LATER MEDIEVAL 1150-1500 AD",1150,1500,350,1325
"404","CDP04",9,"CDP04-9","POST MEDIEVAL TO MODERN 1500-1945",1500,1945,445,1722.5
"405","CDV99",2,"CDV99-2","ROMAN GRAVEYARD",43,410,367,226.5
"406","CDV99",4,"CDV99-4","LATE MED / TUDOR CESS PITS, BUILDING ENCROACHMENT",1240,1603,363,1421.5
"407","CDV99",5,"CDV99-5","17TH-18TH CENTURY, BACK YARDS	",1600,1800,200,1700
"408","CDV99",6,"CDV99-6","18TH-19TH CENTURY BACK YARDS",1700,1900,200,1800
"409","CGW05",2,"CGW05-2","CONSTRUCTION OF WESTMINSTER HALL COMPLEX",1097,1097,0,1097
"410","CGW05",3,"CGW05-3","MEDIEVAL USE, REPAIRS AND REBUILDING",1097,1485,388,1291
"411","CGW05",4,"CGW05-4","TUDOR CONSTRUCTION",1485,1603,118,1544
"412","CGW05",5,"CGW05-5","17/18TH-CENTURY CONSTRUCTION, REPAIR AND MODIFICATION",1600,1800,200,1700
"413","CGW05",6,"CGW05-6","1830S AND LATER",1830,2000,170,1915
"414","CH75",10,"CH75-10","AD 350+",350,410,60,380
"415","CH75",4,"CH75-4","AD 70-100",70,100,30,85
"416","CH75",6,"CH75-6","AD 120-160",120,160,40,140
"417","CH75",7,"CH75-7","AD 160-200",160,200,40,180
"418","CH75",8,"CH75-8","AD 200-270",200,270,70,235
"419","CHWH83",4,"CHWH83-4","AD 70-100",70,100,30,85
"420","CHWH83",6,"CHWH83-6","AD 120-160",120,160,40,140
"421","CIC05",2,"CIC05-2","1200-1400",1200,1400,200,1300
"422","CIC05",3,"CIC05-3","1400-1650",1400,1650,250,1525
"423","CIC05",4,"CIC05-4","1650 ONWARDS",1650,2000,350,1825
"424","CID90",1,"CID90-1","Pre-Boudiccan activity",43,60,17,51.5
"425","CID90",1000,"CID90-1000","OCCUPATION C 1050-1200 = PERIOD 10 IN MOLA MONOGRAPHS 37-38",1050,1200,150,1125
"426","CID90",11,"CID90-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"427","CID90",12,"CID90-12","DEVELOPMENT AFTER C 1500 = PERIOD 12 IN MOLA MONOGRAPHS 37-38",1500,2000,500,1750
"428","CID90",13,"CID90-13","MODERN - INCLUDED WITH PERIOD 12 IN MOLA MONOGRAPHS 37-38",1900,2000,100,1950
"429","CID90",2,"CID90-2","Flavian/Trajanic development (AD 60-117)",60,117,57,88.5
"430","CID90",201,"CID90-201","EARLIEST ROMAN OCCUPATION  C. AD48-53 = PERIOD 2 PHASE 1 IN MOLA MONOGRAPHS 37-38",48,53,5,50.5
"431","CID90",202,"CID90-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"432","CID90",203,"CID90-203","BOUDICAN FIRE DEBRIS = PERIOD 2 PHASE 3 IN MOLA MONOGRAPHS 37-38",60,61,1,60.5
"433","CID90",3,"CID90-3","2nd century (AD 120-200)",120,200,80,160
"434","CID90",301,"CID90-301","FLAVIAN REOCCUPATION AND DEVELOPMENT C. AD65-95 = PERIOD 3 PHASE 1 IN MOLA MONOGRAPHS 37-38",65,95,30,80
"435","CID90",302,"CID90-302","PIECEMEAL EVIDENCE FOR A FLAVIAN FIRE C. AD90-100 = PERIOD 3 PHASE 2 IN MOLA MONOGRAPHS 37-38",90,100,10,95
"436","CID90",401,"CID90-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"437","CID90",402,"CID90-402","HADRIANIC FIRE DEBRIS = PERIOD 4 PHASE 2 IN MOLA MONOGRAPHS 37-38",120,140,20,130
"438","CID90",5,"CID90-5","Late Saxon occupation (c. AD900-1050)",900,1050,150,975
"439","CID90",500,"CID90-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"440","CID90",6,"CID90-6","Saxo-Norman (1050-1150)",1050,1150,100,1100
"441","CID90",600,"CID90-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"442","CID90",7,"CID90-7","Medieval (1150-1300)",1150,1300,150,1225
"443","CID90",700,"CID90-700","LATE/SUB-ROMAN: LATE 4TH CENTURY/5TH CENTURY = PERIOD 7 IN MOLA MONOGRAPHS 37-38",350,500,150,425
"444","CID90",800,"CID90-800","OCCUPATION C AD 900-1000 = PERIOD 8 IN MOLA MONOGRAPHS 37-38",900,1000,100,950
"445","CID90",9,"CID90-9","1000-1050",1000,1050,50,1025
"446","CID90",900,"CID90-900","OCCUPATION C 1000-1050 = PERIOD 9 IN MOLA MONOGRAPHS 37-38",1000,1050,50,1025
"447","CII02",2,"CII02-2","1200-1400",1200,1400,200,1300
"448","CII02",3,"CII02-3","1400-1650",1400,1650,250,1525
"449","CIY98",2,"CIY98-2","1200-1400",1200,1400,200,1300
"450","CIY98",3,"CIY98-3","1400-1650",1400,1650,250,1525
"451","CIY98",4,"CIY98-4","1650 ONWARDS",1650,2000,350,1825
"452","CNV08",2,"CNV08-2","INITIAL EARLY ROMAN LANDUSE. 1ST CENTURY AD",43,70,27,56.5
"453","CNV08",3,"CNV08-3","FLAVIAN DEVELOPMENT OF THE SITE AD70-100",70,100,30,85
"454","CNV08",4,"CNV08-4","2ND CENTURY AD, DEVELOPMENT/OCCUPATION",100,200,100,150
"455","CNV08",5,"CNV08-5","3RD/4TH CENTURY AD, DEVELOPMENT/OCCUPATION",200,400,200,300
"456","CNV08",6,"CNV08-6","SAXO-NORMAN/MEDIEVAL, 850-1500",850,1500,650,1175
"457","CNV08",7,"CNV08-7","POST-MEDIEVAL, 1500-PRESENT",1500,2000,500,1750
"458","CNW97",11,"CNW97-11","c1740-c1834",1740,1834,94,1787
"459","CNW97",2,"CNW97-2","The Late Bronze Age and Iron Age, c1500BC-AD43",-1500,43,1543,-728.5
"460","CNW97",5,"CNW97-5","The Saxo-Norman period, c.1040-c.1150",1040,1150,110,1095
"461","CNW97",7,"CNW97-7","c1230-c1350",1230,1350,120,1290
"462","CNW97",8,"CNW97-8","c1350-c1540",1350,1540,190,1445
"463","CNW97",9,"CNW97-9","c1540-c1600",1540,1600,60,1570
"464","COW89",10,"COW89-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
"465","COW89",3,"COW89-3","PERIOD S1, EARLY SAXON (450-550) MAINLY RUBBISH PITS",450,550,100,500
"466","COW89",5,"COW89-5","PERIOD M2, 1144-1185, FIRST PHASE OF PRIORY - ROUND NAVE ETC",1144,1185,41,1164.5
"467","COW89",6,"COW89-6","PERIOD M3, DATED 1185-1270, SECOND PHASE OF PRIORY",1185,1270,85,1227.5
"468","COW89",7,"COW89-7","PERIOD M4, DATED 1270-1330, THIRD PHASE OF PRIORY",1270,1330,60,1300
"469","COW89",8,"COW89-8","PERIOD M5, 1330-1480, FOURTH PHASE OF PRIORY",1330,1480,150,1405
"470","COW89",9,"COW89-9","PERIOD M6, DATED 1480-1540
FIFTH PHASE OF PRIORY",1480,1540,60,1510
"471","CRODA86",4,"CRODA86-4","AD 70-100",70,100,30,85
"472","CSU96",2,"CSU96-2","AD1230 TO AD1660/1700",1230,1700,470,1465
"473","CSU96",3,"CSU96-3","AD1660/1700 TO PRESENT",1660,2000,340,1830
"474","CSU96",4,"CSU96-4","1700-present",1700,2000,300,1850
"475","CVF10",2,"CVF10-2","TUDOR (1513-1603)",1513,1603,90,1558
"476","CVF10",3,"CVF10-3","STUART (1603-1714)",1603,1714,111,1658.5
"477","CVF10",4,"CVF10-4","EARLY GEORGIAN (1714-1774)",1714,1774,60,1744
"478","CVF10",5,"CVF10-5","LATE GEORGIAN TO VICTORIAN (1774-1869)",1774,1869,95,1821.5
"479","CVF10",6,"CVF10-6","POST DOCKYARD (1869-PRESENT)",1869,2000,131,1934.5
"480","CW83",10,"CW83-10","AD 350+",350,410,60,380
"481","CW83",4,"CW83-4","AD 70-100",70,100,30,85
"482","CW83",6,"CW83-6","AD 120-160",120,160,40,140
"483","CW83",7,"CW83-7","AD 160-200",160,200,40,180
"484","CW83",9,"CW83-9","AD 270-350",270,350,80,310
"485","CWO84",10,"CWO84-10","AD 350+",350,410,60,380
"486","CWO84",4,"CWO84-4","AD 70-100",70,100,30,85
"487","CWO84",6,"CWO84-6","AD 120-160",120,160,40,140
"488","CWO84",7,"CWO84-7","AD 160-200",160,200,40,180
"489","CWO84",9,"CWO84-9","AD 270-350",270,350,80,310
"490","CWW97",11,"CWW97-11","c1740-c1834",1740,1834,94,1787
"491","CWW97",2,"CWW97-2","The Late Bronze Age and Iron Age, c1500BC-AD43",-1500,43,1543,-728.5
"492","CWW97",5,"CWW97-5","The Saxo-Norman period, c.1040-c.1150",1040,1150,110,1095
"493","CWW97",6,"CWW97-6","c1150-c1230",1150,1230,80,1190
"494","CWW97",7,"CWW97-7","c1230-c1350",1230,1350,120,1290
"495","CWW97",8,"CWW97-8","c1350-c1540",1350,1540,190,1445
"496","CXH04",2,"CXH04-2","LATE-MED TUDOR",1240,1603,363,1421.5
"497","CXH04",3,"CXH04-3","17TH 18TH CENTURIES",1600,1800,200,1700
"498","CXH04",4,"CXH04-4","19TH-C",1800,1900,100,1850
"499","DOC87",1000,"DOC87-1000","OCCUPATION C 1050-1200 = PERIOD 10 IN MOLA MONOGRAPHS 37-38",1050,1200,150,1125
"500","DOC87",11,"DOC87-11","DEVELOPMENT C 1200-1500 = PERIOD 11 IN MOLA MONOGRAPHS 37-38",1200,1500,300,1350
"501","DOC87",2,"DOC87-2","EXTERNAL ACTIVITY AND STRUCTURES UP TO C AD60",43,60,17,51.5
"502","DOC87",201,"DOC87-201","EARLIEST ROMAN OCCUPATION  C. AD48-53 = PERIOD 2 PHASE 1 IN MOLA MONOGRAPHS 37-38",48,53,5,50.5
"503","DOC87",202,"DOC87-202","DEVELOPMENT UP TO BOUDICAN FIRE C. AD53-60/1 = PERIOD 2 PHASE 2 IN MOLA MONOGRAPHS 37-38",53,61,8,57
"504","DOC87",3,"DOC87-3","EXTERNAL ACTIVITY AND STRUCTURES FROM AD70 TO THE HADRIANIC FIRE",70,140,70,105
"505","DOC87",4,"DOC87-4","EXTERNAL ACTIVITY FROM THE MID/LATE 2ND CENTURY OR LATER",125,410,285,267.5
"506","DOC87",401,"DOC87-401","TRAJANIC HADRIANIC DEVELOPMENT C. AD95-125/35 = PERIOD 4 PHASE 1 IN MOLA MONOGRAPHS 37-38",95,135,40,115
"507","DOC87",5,"DOC87-5","MASONRY STRUCTURES AND EXTERNAL DEPOSITS/DARKEARTH; 3RD/4TH CENTURIES AND LATER",200,400,200,300
"508","DOC87",500,"DOC87-500","SECOND CENTURY AD AFTER HADRIANIC FIRE C. AD 125-220 = PERIOD 5 IN MOLA MONOGRAPHS 37-38",125,220,95,172.5
"509","DOC87",600,"DOC87-600","CONTINUED DEVELOPMENT C. AD 220-LATE 4TH CENTURY = PERIOD 6 IN MOLA MONOGRAPHS 37-38",220,400,180,310
"510","DOC87",900,"DOC87-900","OCCUPATION C 1000-1050 = PERIOD 9 IN MOLA MONOGRAPHS 37-38",1000,1050,50,1025
"511","DRU88",3,"DRU88-3","MID 7TH TO MID 8TH CENTURY INCLUDING STRATA OF PROBABLE MID-SAXON DATE",625,775,150,700
"512","DRU88",6,"DRU88-6","PROBABLY MID-SAXON (NOT EARLIER THAN MID 7TH TO MID 8TH CENTURY)",650,750,100,700
"513","DRY90",3,"DRY90-3","MID 7TH CENTURY TO MID 8TH CENTURY",625,775,150,700
"514","DRY90",4,"DRY90-4","MID 8TH TO MID 9TH CENTURY",725,875,150,800
"515","DRY90",6,"DRY90-6","MID 7TH TO MID 9TH CENTURY INCLUDING STRATA OF PROBABLE MID-SAXON DATE",625,875,250,750
"516","DUM09",2,"DUM09-2","C.1720-1775/6",1720,1776,56,1748
"517","DUM09",3,"DUM09-3","C. 1775/6- PRESENT DAY",1776,2000,224,1888
"518","DWA92",6,"DWA92-6","EARLY MEDIEVAL",410,1066,656,738
"519","DWA92",7,"DWA92-7","LATER MEDIEVAL",1066,1485,419,1275.5
"520","EAE01",201,"EAE01-201","ROMAN: C AD 48-55",48,55,7,51.5
"521","EAE01",202,"EAE01-202","ROMAN: C AD 55-60",55,60,5,57.5
"522","EAE01",203,"EAE01-203","ROMAN: C AD 60-70/85",60,85,25,72.5
"523","EAE01",204,"EAE01-204","ROMAN: C AD 70/85-100",70,100,30,85
"524","EAE01",205,"EAE01-205","ROMAN: C AD 100-120",100,120,20,110
"525","EAE01",206,"EAE01-206","ROMAN: C AD 120-140",120,140,20,130
"526","EAE01",207,"EAE01-207","ROMAN: C AD 140-160",140,160,20,150
"527","EAE01",3,"EAE01-3","LATE ROMAN",200,410,210,305
"528","EAE01",4,"EAE01-4","EARLY MEDIEVAL",410,1066,656,738
"529","EAE01",5,"EAE01-5","LATE MEDIEVAL",1240,1485,245,1362.5
"530","EAE01",6,"EAE01-6","POST-MEDIEVAL",1485,2000,515,1742.5
"531","ESC97",1,"ESC97-1","PREFLAVIAN-FLAVIAN AD40-100 (MID TO LATE 1ST CENTURY)",40,100,60,70
"532","ESC97",2,"ESC97-2","PREFLAVIAN-TRAJANIC AD40-120 (MID 1ST & EARLY 2ND CENTURY BOTH TRANSITIONAL 1TO2 & INDETERMINATE 1&2",40,120,80,80
"533","ESC97",3,"ESC97-3","FLAVIAN-TRAJANIC AD70-120 (END 1ST CENTURY BEGINNING 2ND CENTURY)",70,120,50,95
"534","ESC97",4,"ESC97-4","HADRIANIC-ANTONINE AD120-200 (MID TO LATE 2ND CENTURY)",120,200,80,160
"535","ESC97",5,"ESC97-5","LATE ROMAN SEVERAN ONWARDS AD200-410",200,410,210,305
"536","ESC97",6,"ESC97-6","MEDIEVAL",1066,1485,419,1275.5
"537","ESC97",7,"ESC97-7","POST-MEDIEVAL",1485,2000,515,1742.5
